State;Year;Month Code;Avg Day Land Surface Temperature (C);Avg Night Land Surface Temperature (C)
Massachusetts;2003;1;-4.20214;-14.18428
Massachusetts;2003;2;-1.13711;-11.50363
Massachusetts;2003;3;7.50381;-5.95873
Massachusetts;2003;4;19.09918;1.99406
Massachusetts;2003;5;22.06617;5.92251
Massachusetts;2003;6;25.43933;12.86669
Massachusetts;2003;7;26.09420;15.59527
Massachusetts;2003;8;25.04049;15.79552
Massachusetts;2003;9;21.91700;11.11051
Massachusetts;2003;10;15.19039;4.79380
Massachusetts;2003;11;9.55801;0.58945
Massachusetts;2003;12;3.23735;-4.26693
Massachusetts;2004;1;-5.15779;-11.27239
Massachusetts;2004;2;3.07387;-8.17857
Massachusetts;2004;3;10.41223;-3.48657
Massachusetts;2004;4;18.00044;1.88476
Massachusetts;2004;5;22.93475;9.02868
Massachusetts;2004;6;24.08864;11.59565
Massachusetts;2004;7;24.92745;15.13997
Massachusetts;2004;8;24.31165;14.34368
Massachusetts;2004;9;21.53141;11.61845
Massachusetts;2004;10;16.29190;5.36284
Massachusetts;2004;11;9.24189;0.21411
Massachusetts;2004;12;3.14651;-5.32493
Massachusetts;2005;1;-2.48801;-10.39211
Massachusetts;2005;2;2.09583;-7.51447
Massachusetts;2005;3;5.55800;-5.55540
Massachusetts;2005;4;19.76998;2.01939
Massachusetts;2005;5;20.45945;5.26074
Massachusetts;2005;6;26.05004;14.02300
Massachusetts;2005;7;26.91933;15.91939
Massachusetts;2005;8;26.69482;15.63871
Massachusetts;2005;9;24.48149;12.80868
Massachusetts;2005;10;18.06531;7.19802
Massachusetts;2005;11;11.15202;1.53707
Massachusetts;2005;12;1.27619;-5.32621
Massachusetts;2006;1;3.38249;-2.97907
Massachusetts;2006;2;2.65204;-7.60544
Massachusetts;2006;3;10.32295;-3.98199
Massachusetts;2006;4;20.12613;2.68749
Massachusetts;2006;5;22.75191;7.98432
Massachusetts;2006;6;25.35085;13.73590
Massachusetts;2006;7;27.12313;16.62815
Massachusetts;2006;8;25.45795;14.86145
Massachusetts;2006;9;20.51840;10.39931
Massachusetts;2006;10;15.81458;4.85384
Massachusetts;2006;11;11.34383;1.14521
Massachusetts;2006;12;5.85223;-0.78249
Massachusetts;2007;1;2.11753;-6.09409
Massachusetts;2007;2;-0.63757;-10.78676
Massachusetts;2007;3;9.71831;-4.07661
Massachusetts;2007;4;18.17767;0.45814
Massachusetts;2007;5;23.66742;8.44818
Massachusetts;2007;6;25.41638;12.48860
Massachusetts;2007;7;25.64413;14.07969
Massachusetts;2007;8;26.58021;15.08252
Massachusetts;2007;9;24.22313;12.00809
Massachusetts;2007;10;18.60282;8.13266
Massachusetts;2007;11;7.70348;-0.83288
Massachusetts;2007;12;-0.07855;-6.33045
Massachusetts;2008;1;1.66224;-5.70898
Massachusetts;2008;2;1.45977;-8.41118
Massachusetts;2008;3;7.30260;-3.89765
Massachusetts;2008;4;20.80074;2.45998
Massachusetts;2008;5;22.05022;6.03760
Massachusetts;2008;6;26.55700;14.27186
Massachusetts;2008;7;26.48023;16.26027
Massachusetts;2008;8;24.01262;13.72782
Massachusetts;2008;9;22.38990;11.12649
Massachusetts;2008;10;15.66380;4.70046
Massachusetts;2008;11;6.06878;-2.30901
Massachusetts;2008;12;3.68265;-3.77078
Michigan;2003;1;-4.55467;-12.99036
Michigan;2003;2;-4.39088;-16.26891
Michigan;2003;3;4.19212;-8.65183
Michigan;2003;4;17.13925;-1.17408
Michigan;2003;5;21.79909;3.77105
Michigan;2003;6;26.09594;9.56002
Michigan;2003;7;26.35929;12.86994
Michigan;2003;8;25.67803;14.15524
Michigan;2003;9;23.31946;10.14013
Michigan;2003;10;16.71922;3.92881
Michigan;2003;11;6.48828;-3.31762
Michigan;2003;12;1.09990;-7.36542
Michigan;2004;1;-9.84032;-17.09616
Michigan;2004;2;-1.57112;-13.91588
Michigan;2004;3;7.02055;-7.91834
Michigan;2004;4;16.96579;-0.83393
Michigan;2004;5;21.09203;4.76629
Michigan;2004;6;23.40423;9.70987
Michigan;2004;7;24.71895;12.34017
Michigan;2004;8;22.75345;10.31648
Michigan;2004;9;24.18757;11.13157
Michigan;2004;10;16.90898;4.07146
Michigan;2004;11;6.90171;-2.35422
Michigan;2004;12;-1.36951;-11.79155
Michigan;2005;1;-8.87350;-16.33744
Michigan;2005;2;-0.38466;-11.74014
Michigan;2005;3;2.97022;-11.78455
Michigan;2005;4;19.97515;0.25644
Michigan;2005;5;22.16121;4.04160
Michigan;2005;6;27.51960;13.02734
Michigan;2005;7;27.23671;14.14324
Michigan;2005;8;26.33092;13.81043
Michigan;2005;9;24.55099;11.43680
Michigan;2005;10;17.32655;5.61002
Michigan;2005;11;11.28070;-0.48234
Michigan;2005;12;-6.17109;-13.44483
Michigan;2006;1;0.71811;-7.69287
Michigan;2006;2;-1.78923;-12.64984
Michigan;2006;3;7.33197;-8.13093
Michigan;2006;4;19.30291;0.65544
Michigan;2006;5;23.52893;6.47397
Michigan;2006;6;25.62341;10.33783
Michigan;2006;7;27.12828;14.83395
Michigan;2006;8;25.55027;13.13680
Michigan;2006;9;20.33064;8.49790
Michigan;2006;10;13.87954;2.02557
Michigan;2006;11;9.19353;-1.90795
Michigan;2006;12;2.94458;-4.88540
Michigan;2007;1;-1.54102;-8.67046
Michigan;2007;2;-6.72468;-17.75808
Michigan;2007;3;8.72807;-7.50703
Michigan;2007;4;19.05151;-0.25586
Michigan;2007;5;24.32066;7.18323
Michigan;2007;6;27.79836;11.86824
Michigan;2007;7;27.16450;12.51527
Michigan;2007;8;26.55376;13.56273
Michigan;2007;9;23.74448;11.05855
Michigan;2007;10;19.09884;6.23163
Michigan;2007;11;7.41704;-3.12294
Michigan;2007;12;-3.06454;-12.30583
Michigan;2008;1;-5.92661;-15.36054
Michigan;2008;2;-4.99141;-16.97609
Michigan;2008;3;1.46294;-11.12110
Michigan;2008;4;18.47310;0.46203
Michigan;2008;5;20.78622;3.08546
Michigan;2008;6;24.71594;11.51807
Michigan;2008;7;25.83120;13.15783
Michigan;2008;8;25.13311;12.06891
Michigan;2008;9;22.81341;9.91592
Michigan;2008;10;14.79533;2.69010
Michigan;2008;11;11.17186;-1.29795
Michigan;2008;12;-6.31974;-14.02492
Minnesota;2003;1;-5.09904;-17.63541
Minnesota;2003;2;-7.43297;-19.42706
Minnesota;2003;3;7.03462;-10.56319
Minnesota;2003;4;20.20142;-1.52215
Minnesota;2003;5;24.74562;4.35585
Minnesota;2003;6;27.01140;10.04385
Minnesota;2003;7;26.18961;13.88810
Minnesota;2003;8;26.93819;14.51619
Minnesota;2003;9;23.54614;8.45387
Minnesota;2003;10;20.17385;3.49928
Minnesota;2003;11;2.02891;-6.74564
Minnesota;2003;12;-5.80362;-12.37299
Minnesota;2004;1;-11.50569;-21.40599
Minnesota;2004;2;-7.93315;-17.52836
Minnesota;2004;3;5.59738;-8.56241
Minnesota;2004;4;19.25864;-2.32515
Minnesota;2004;5;23.06420;2.12695
Minnesota;2004;6;25.28060;8.99714
Minnesota;2004;7;25.44173;12.74397
Minnesota;2004;8;21.88890;9.49880
Minnesota;2004;9;22.68492;10.81690
Minnesota;2004;10;16.97367;3.19041
Minnesota;2004;11;6.15066;-4.36079
Minnesota;2004;12;-4.49194;-14.23564
Minnesota;2005;1;-14.09615;-21.27793
Minnesota;2005;2;-1.37387;-12.49108
Minnesota;2005;3;2.29266;-13.10389
Minnesota;2005;4;19.15777;0.35598
Minnesota;2005;5;22.85316;4.16790
Minnesota;2005;6;27.31601;13.96999
Minnesota;2005;7;27.15978;15.28847
Minnesota;2005;8;24.84763;12.67949
Minnesota;2005;9;22.99991;10.22981
Minnesota;2005;10;15.89950;2.95147
Minnesota;2005;11;7.49011;-4.17182
Minnesota;2005;12;-11.64193;-16.83146
Minnesota;2006;1;-3.24468;-12.01703
Minnesota;2006;2;-7.72535;-19.47875
Minnesota;2006;3;1.50892;-11.40120
Minnesota;2006;4;19.42837;1.23442
Minnesota;2006;5;24.66402;7.44923
Minnesota;2006;6;27.36242;11.57298
Minnesota;2006;7;29.44979;15.71560
Minnesota;2006;8;25.84109;12.59666
Minnesota;2006;9;21.85999;7.63163
Minnesota;2006;10;14.77654;0.34709
Minnesota;2006;11;7.93129;-6.49175
Minnesota;2006;12;0.08554;-11.48538
Minnesota;2007;1;-6.99166;-15.90022
Minnesota;2007;2;-10.44258;-22.29762
Minnesota;2007;3;3.26219;-8.37811
Minnesota;2007;4;16.01812;-3.01832
Minnesota;2007;5;26.95430;6.65883
Minnesota;2007;6;27.08421;12.14663
Minnesota;2007;7;27.93128;14.66086
Minnesota;2007;8;25.99680;12.70895
Minnesota;2007;9;23.36966;10.41934
Minnesota;2007;10;16.17229;3.11904
Minnesota;2007;11;5.51105;-5.83340
Minnesota;2007;12;-10.53004;-18.67856
Minnesota;2008;1;-12.67460;-20.77723
Minnesota;2008;2;-7.89391;-20.42988
Minnesota;2008;3;-1.12831;-13.72714
Minnesota;2008;4;13.67013;-3.44729
Minnesota;2008;5;23.36789;2.62485
Minnesota;2008;6;26.31584;10.13456
Minnesota;2008;7;26.51074;13.54359
Minnesota;2008;8;25.47575;12.75778
Minnesota;2008;9;21.77821;8.91436
Minnesota;2008;10;14.05953;1.44946
Minnesota;2008;11;6.01683;-6.25641
Minnesota;2008;12;-11.88810;-19.68529
Mississippi;2003;1;11.23907;1.01360
Mississippi;2003;2;16.72268;3.18483
Mississippi;2003;3;23.56893;7.49738
Mississippi;2003;4;27.11181;10.65174
Mississippi;2003;5;27.78954;15.98326
Mississippi;2003;6;28.14719;18.94274
Mississippi;2003;7;28.46295;20.64760
Mississippi;2003;8;28.88992;20.82292
Mississippi;2003;9;27.67966;15.17285
Mississippi;2003;10;25.99963;10.95279
Mississippi;2003;11;21.23406;8.77118
Mississippi;2003;12;14.32421;1.44206
Mississippi;2004;1;12.18782;1.93098
Mississippi;2004;2;16.05757;1.35630
Mississippi;2004;3;23.90466;7.78961
Mississippi;2004;4;26.45806;8.55457
Mississippi;2004;5;28.22486;15.40988
Mississippi;2004;6;27.85346;19.43722
Mississippi;2004;7;28.52800;20.67796
Mississippi;2004;8;28.76417;18.01876
Mississippi;2004;9;29.07780;16.66174
Mississippi;2004;10;26.23074;13.68710
Mississippi;2004;11;19.07314;7.24715
Mississippi;2004;12;14.06643;2.66278
Mississippi;2005;1;14.18493;3.88444
Mississippi;2005;2;16.76597;4.43044
Mississippi;2005;3;21.48432;5.83117
Mississippi;2005;4;25.61980;10.19926
Mississippi;2005;5;28.01374;12.95290
Mississippi;2005;6;29.79270;19.53581
Mississippi;2005;7;28.93009;21.45873
Mississippi;2005;8;30.15302;21.18503
Mississippi;2005;9;30.94540;18.57428
Mississippi;2005;10;26.82524;10.84348
Mississippi;2005;11;20.59198;6.51229
Mississippi;2005;12;14.12179;1.22226
Mississippi;2006;1;17.65248;4.15767
Mississippi;2006;2;15.87016;2.59862
Mississippi;2006;3;22.99644;6.46210
Mississippi;2006;4;29.04123;12.75820
Mississippi;2006;5;28.80758;14.78541
Mississippi;2006;6;32.64785;18.65064
Mississippi;2006;7;32.32933;20.76025
Mississippi;2006;8;31.72841;21.26522
Mississippi;2006;9;29.36384;15.32922
Mississippi;2006;10;25.48843;10.17490
Mississippi;2006;11;18.58524;4.15821
Mississippi;2006;12;15.75124;3.93506
Mississippi;2007;1;13.60971;2.29546
Mississippi;2007;2;16.99960;3.23214
Mississippi;2007;3;24.41400;7.44885
Mississippi;2007;4;25.00166;9.28032
Mississippi;2007;5;29.24408;13.98297
Mississippi;2007;6;31.71905;18.90853
Mississippi;2007;7;28.45439;19.46401
Mississippi;2007;8;33.27619;21.76641
Mississippi;2007;9;29.38786;17.21017
Mississippi;2007;10;26.59468;12.59514
Mississippi;2007;11;19.89447;6.70202
Mississippi;2007;12;16.34657;4.64565
Mississippi;2008;1;11.82099;2.63849
Mississippi;2008;2;17.66683;2.97169
Mississippi;2008;3;22.77440;6.32934
Mississippi;2008;4;25.68556;9.58964
Mississippi;2008;5;27.94498;14.90815
Mississippi;2008;6;30.64461;20.26113
Mississippi;2008;7;31.96213;20.26845
Mississippi;2008;8;29.07662;20.22795
Mississippi;2008;9;27.38833;16.13047
Mississippi;2008;10;23.83223;10.16875
Mississippi;2008;11;18.61325;4.29871
Mississippi;2008;12;13.04730;1.44127
Missouri;2003;1;6.41546;-6.01783
Missouri;2003;2;7.70269;-6.03906
Missouri;2003;3;19.55590;-0.73834
Missouri;2003;4;26.52467;7.21071
Missouri;2003;5;25.14991;10.79222
Missouri;2003;6;27.63671;14.20513
Missouri;2003;7;31.50224;19.17875
Missouri;2003;8;32.73885;18.91786
Missouri;2003;9;26.07612;11.65067
Missouri;2003;10;22.65427;7.89305
Missouri;2003;11;16.12841;2.59343
Missouri;2003;12;7.29372;-2.14026
Missouri;2004;1;6.29544;-4.85848
Missouri;2004;2;7.75940;-6.40851
Missouri;2004;3;18.14100;1.37556
Missouri;2004;4;24.84272;5.15017
Missouri;2004;5;26.50231;12.80235
Missouri;2004;6;26.93446;14.93167
Missouri;2004;7;28.07826;18.06468
Missouri;2004;8;27.25912;15.15863
Missouri;2004;9;27.94537;13.19432
Missouri;2004;10;22.21022;7.41351
Missouri;2004;11;15.63878;2.65805
Missouri;2004;12;7.59774;-2.88252
Missouri;2005;1;6.38855;-3.47838
Missouri;2005;2;13.70737;-1.82984
Missouri;2005;3;18.12031;-0.84242
Missouri;2005;4;24.46597;6.03148
Missouri;2005;5;26.96836;9.28828
Missouri;2005;6;31.02804;17.51290
Missouri;2005;7;32.78468;18.91205
Missouri;2005;8;31.85756;19.16952
Missouri;2005;9;29.29029;15.94566
Missouri;2005;10;22.70218;7.97177
Missouri;2005;11;15.64635;3.73131
Missouri;2005;12;6.34231;-4.06283
Missouri;2006;1;12.24729;-0.97025
Missouri;2006;2;13.01916;-4.64993
Missouri;2006;3;19.23538;0.38811
Missouri;2006;4;27.60619;8.40320
Missouri;2006;5;26.63989;11.34895
Missouri;2006;6;30.60565;16.34521
Missouri;2006;7;32.74102;19.79525
Missouri;2006;8;31.60061;19.38447
Missouri;2006;9;26.29563;11.64302
Missouri;2006;10;22.25441;6.12118
Missouri;2006;11;16.25012;1.58650
Missouri;2006;12;6.75876;-2.23327
Missouri;2007;1;6.05349;-4.07267
Missouri;2007;2;8.69465;-4.83075
Missouri;2007;3;18.37970;2.86129
Missouri;2007;4;24.80888;6.98428
Missouri;2007;5;27.80573;12.42588
Missouri;2007;6;29.13493;16.45728
Missouri;2007;7;30.01775;17.57560
Missouri;2007;8;33.66744;20.62305
Missouri;2007;9;29.31072;14.08654
Missouri;2007;10;23.16553;9.96113
Missouri;2007;11;16.01067;1.86175
Missouri;2007;12;5.44784;-4.51371
Missouri;2008;1;4.22648;-6.13292
Missouri;2008;2;7.09168;-5.47761
Missouri;2008;3;17.19416;-0.95007
Missouri;2008;4;22.82783;4.71042
Missouri;2008;5;25.20258;9.74002
Missouri;2008;6;28.29572;17.27010
Missouri;2008;7;29.80967;18.69547
Missouri;2008;8;28.52452;17.32099
Missouri;2008;9;25.25902;13.10205
Missouri;2008;10;20.75497;6.74680
Missouri;2008;11;15.16309;1.83978
Missouri;2008;12;5.53301;-4.77174
Montana;2003;1;0.32576;-9.55653
Montana;2003;2;-3.38815;-13.30236
Montana;2003;3;8.78610;-9.16930
Montana;2003;4;22.31662;-1.10236
Montana;2003;5;25.85939;2.55416
Montana;2003;6;30.11649;7.68650
Montana;2003;7;40.53831;13.05943
Montana;2003;8;39.21443;12.89294
Montana;2003;9;28.05850;5.43666
Montana;2003;10;24.42960;2.66020
Montana;2003;11;-1.99299;-10.73143
Montana;2003;12;-2.57351;-10.24071
Montana;2004;1;-7.53394;-14.30644
Montana;2004;2;-3.03802;-13.06963
Montana;2004;3;13.34488;-4.94123
Montana;2004;4;22.89998;-1.75961
Montana;2004;5;25.44284;1.31279
Montana;2004;6;29.46225;5.85444
Montana;2004;7;35.54222;11.10318
Montana;2004;8;34.43690;9.25152
Montana;2004;9;27.25723;5.40422
Montana;2004;10;18.22470;0.00254
Montana;2004;11;7.88816;-6.62127
Montana;2004;12;2.29634;-8.57336
Montana;2005;1;-4.84727;-14.05997
Montana;2005;2;7.11735;-9.37496
Montana;2005;3;12.73194;-6.81879
Montana;2005;4;21.96826;-2.29037
Montana;2005;5;25.27671;1.16383
Montana;2005;6;28.46975;7.76175
Montana;2005;7;36.37945;11.86037
Montana;2005;8;35.44518;10.04139
Montana;2005;9;29.05713;5.98404
Montana;2005;10;16.70296;0.48293
Montana;2005;11;7.55788;-4.71314
Montana;2005;12;-6.52552;-13.88393
Montana;2006;1;2.27810;-7.68059
Montana;2006;2;-0.14167;-11.82621
Montana;2006;3;6.83802;-9.19402
Montana;2006;4;20.88203;-1.05491
Montana;2006;5;28.30491;3.34157
Montana;2006;6;31.86623;8.62252
Montana;2006;7;40.02726;13.38363
Montana;2006;8;37.28279;10.60876
Montana;2006;9;30.08724;6.31145
Montana;2006;10;15.43319;-0.88987
Montana;2006;11;5.80511;-6.29193
Montana;2006;12;-1.33906;-10.81634
Montana;2007;1;-2.88033;-12.30277
Montana;2007;2;-3.08643;-12.40848
Montana;2007;3;12.67493;-5.58418
Montana;2007;4;19.08818;-3.14317
Montana;2007;5;25.92545;3.66467
Montana;2007;6;30.32690;8.56291
Montana;2007;7;40.13859;14.41919
Montana;2007;8;36.06169;10.88173
Montana;2007;9;28.93829;5.72869
Montana;2007;10;16.95274;0.20290
Montana;2007;11;4.85648;-7.39207
Montana;2007;12;-2.71351;-13.48580
Montana;2008;1;-4.73675;-15.04747
Montana;2008;2;-1.44390;-12.42194
Montana;2008;3;9.85000;-9.24662
Montana;2008;4;19.68155;-6.19049
Montana;2008;5;25.45737;1.28711
Montana;2008;6;29.54452;6.61168
Montana;2008;7;36.55077;10.93282
Montana;2008;8;37.57380;10.74373
Montana;2008;9;26.82168;4.56760
Montana;2008;10;16.62506;-0.20960
Montana;2008;11;6.95964;-5.18549
Montana;2008;12;-9.99833;-14.89547
Nebraska;2003;1;8.51811;-8.90243
Nebraska;2003;2;4.22027;-8.51161
Nebraska;2003;3;18.71160;-4.23214
Nebraska;2003;4;30.11401;2.93013
Nebraska;2003;5;30.06488;6.71857
Nebraska;2003;6;33.11696;11.37295
Nebraska;2003;7;38.56700;16.81379
Nebraska;2003;8;37.84385;16.67550
Nebraska;2003;9;31.07374;8.53287
Nebraska;2003;10;29.06590;4.83492
Nebraska;2003;11;12.30723;-4.35917
Nebraska;2003;12;5.13174;-7.16704
Nebraska;2004;1;5.78433;-8.07108
Nebraska;2004;2;-1.17490;-11.91882
Nebraska;2004;3;21.73873;-1.61268
Nebraska;2004;4;29.78982;2.02043
Nebraska;2004;5;33.90913;7.63683
Nebraska;2004;6;35.71428;10.94918
Nebraska;2004;7;35.53786;15.04143
Nebraska;2004;8;33.94992;12.76742
Nebraska;2004;9;31.67365;11.95072
Nebraska;2004;10;22.67238;4.22293
Nebraska;2004;11;13.90135;-1.80765
Nebraska;2004;12;6.42248;-6.59017
Nebraska;2005;1;1.19127;-10.07415
Nebraska;2005;2;13.18091;-5.60408
Nebraska;2005;3;19.83560;-5.29009
Nebraska;2005;4;26.32060;1.59749
Nebraska;2005;5;32.11622;5.77762
Nebraska;2005;6;33.46351;14.60407
Nebraska;2005;7;37.35560;17.63337
Nebraska;2005;8;34.94097;15.48885
Nebraska;2005;9;34.07432;12.27882
Nebraska;2005;10;24.92819;3.82751
Nebraska;2005;11;17.47244;-2.49325
Nebraska;2005;12;0.91828;-8.18010
Nebraska;2006;1;10.96042;-5.47717
Nebraska;2006;2;11.21723;-8.71328
Nebraska;2006;3;15.22578;-5.29339
Nebraska;2006;4;30.66680;3.16296
Nebraska;2006;5;36.04019;6.96430
Nebraska;2006;6;39.27123;13.81437
Nebraska;2006;7;40.34539;17.97838
Nebraska;2006;8;35.69281;15.59852
Nebraska;2006;9;28.26160;7.80942
Nebraska;2006;10;22.16979;1.77528
Nebraska;2006;11;15.50868;-4.45403
Nebraska;2006;12;6.71337;-8.65516
Nebraska;2007;1;-1.91492;-11.71373
Nebraska;2007;2;-0.41517;-12.00082
Nebraska;2007;3;19.89824;-0.87602
Nebraska;2007;4;26.45997;1.69056
Nebraska;2007;5;32.33596;8.28201
Nebraska;2007;6;35.24599;13.15995
Nebraska;2007;7;37.13958;17.10525
Nebraska;2007;8;34.84309;17.91903
Nebraska;2007;9;31.27440;11.59895
Nebraska;2007;10;24.00213;4.78834
Nebraska;2007;11;16.73179;-4.17047
Nebraska;2007;12;-4.77347;-12.31517
Nebraska;2008;1;-3.23117;-13.08643
Nebraska;2008;2;5.28087;-10.28478
Nebraska;2008;3;17.36009;-5.16771
Nebraska;2008;4;26.13374;-0.54849
Nebraska;2008;5;30.99628;5.63376
Nebraska;2008;6;34.01277;11.84628
Nebraska;2008;7;36.22190;16.48428
Nebraska;2008;8;33.15828;14.92075
Nebraska;2008;9;29.32183;9.79499
Nebraska;2008;10;21.94805;2.88670
Nebraska;2008;11;14.04259;-2.82270
Nebraska;2008;12;0.22694;-9.94897
Nevada;2003;1;12.84902;-4.01343
Nevada;2003;2;11.82861;-7.60025
Nevada;2003;3;21.74388;-3.25094
Nevada;2003;4;27.06427;-1.08186
Nevada;2003;5;37.81308;5.44479
Nevada;2003;6;47.67888;10.97386
Nevada;2003;7;51.03976;14.69252
Nevada;2003;8;45.34400;13.25812
Nevada;2003;9;40.14395;8.88612
Nevada;2003;10;32.47420;4.91552
Nevada;2003;11;11.86699;-5.57911
Nevada;2003;12;6.32878;-7.52246
Nevada;2004;1;4.98965;-9.74429
Nevada;2004;2;6.49360;-9.95555
Nevada;2004;3;25.06524;-0.26495
Nevada;2004;4;30.74949;1.62820
Nevada;2004;5;37.93593;5.21173
Nevada;2004;6;45.48032;10.60315
Nevada;2004;7;48.10991;13.94400
Nevada;2004;8;45.13095;12.32942
Nevada;2004;9;39.87607;8.27602
Nevada;2004;10;28.13283;3.14687
Nevada;2004;11;12.40566;-3.86891
Nevada;2004;12;7.37308;-6.53377
Nevada;2005;1;4.14440;-7.98233
Nevada;2005;2;7.81016;-7.45468
Nevada;2005;3;19.19771;-3.12790
Nevada;2005;4;26.50593;-0.70922
Nevada;2005;5;34.26132;6.10409
Nevada;2005;6;40.13584;8.65393
Nevada;2005;7;49.69400;15.46159
Nevada;2005;8;45.30739;13.41394
Nevada;2005;9;37.89644;7.28344
Nevada;2005;10;27.84513;2.92302
Nevada;2005;11;17.68413;-3.15658
Nevada;2005;12;7.14091;-7.93304
Nevada;2006;1;7.44748;-6.83176
Nevada;2006;2;13.75592;-6.67369
Nevada;2006;3;13.88724;-6.24952
Nevada;2006;4;26.18512;1.00673
Nevada;2006;5;38.25366;6.29434
Nevada;2006;6;45.75325;11.42270
Nevada;2006;7;48.51715;15.45291
Nevada;2006;8;46.09997;12.55660
Nevada;2006;9;39.49272;7.80159
Nevada;2006;10;26.01501;1.02486
Nevada;2006;11;16.20366;-3.02960
Nevada;2006;12;7.09781;-9.32490
Nevada;2007;1;5.53193;-10.69259
Nevada;2007;2;13.35348;-5.60650
Nevada;2007;3;25.88031;-1.35794
Nevada;2007;4;30.94078;1.21559
Nevada;2007;5;40.77575;5.97378
Nevada;2007;6;47.96942;10.70399
Nevada;2007;7;50.86803;15.34294
Nevada;2007;8;46.79582;13.80486
Nevada;2007;9;38.72951;8.02352
Nevada;2007;10;26.93869;1.77859
Nevada;2007;11;18.68661;-3.04043
Nevada;2007;12;3.30166;-10.16162
Nevada;2008;1;1.27344;-11.67043
Nevada;2008;2;7.80284;-8.14081
Nevada;2008;3;20.31946;-4.21248
Nevada;2008;4;30.93527;-1.45675
Nevada;2008;5;37.05972;3.93237
Nevada;2008;6;45.25985;9.57958
Nevada;2008;7;49.76244;14.29721
Nevada;2008;8;48.13392;13.83797
Nevada;2008;9;40.95013;8.55137
Nevada;2008;10;29.69908;1.97442
Nevada;2008;11;17.97776;-1.42326
Nevada;2008;12;7.84307;-8.38242
New Hampshire;2003;1;-8.20730;-18.32548
New Hampshire;2003;2;-4.56603;-15.10872
New Hampshire;2003;3;3.05683;-8.63217
New Hampshire;2003;4;15.31354;-0.96515
New Hampshire;2003;5;20.95137;4.38217
New Hampshire;2003;6;23.34373;11.62157
New Hampshire;2003;7;23.59339;14.25121
New Hampshire;2003;8;22.84310;13.84499
New Hampshire;2003;9;19.19195;9.81045
New Hampshire;2003;10;14.30473;4.00183
New Hampshire;2003;11;6.51592;-2.00396
New Hampshire;2003;12;-0.10117;-7.51559
New Hampshire;2004;1;-9.00089;-18.64504
New Hampshire;2004;2;-0.40514;-11.59507
New Hampshire;2004;3;6.96731;-6.46362
New Hampshire;2004;4;14.64754;0.05860
New Hampshire;2004;5;21.21535;7.15118
New Hampshire;2004;6;20.87863;10.08031
New Hampshire;2004;7;22.82647;13.65328
New Hampshire;2004;8;22.22108;12.82956
New Hampshire;2004;9;20.03639;10.01643
New Hampshire;2004;10;14.11824;3.16784
New Hampshire;2004;11;5.58544;-1.88201
New Hampshire;2004;12;-0.65089;-8.92621
New Hampshire;2005;1;-5.50661;-14.05851
New Hampshire;2005;2;-0.72968;-11.18476
New Hampshire;2005;3;3.41458;-8.58332
New Hampshire;2005;4;15.75927;0.25776
New Hampshire;2005;5;18.43737;3.26253
New Hampshire;2005;6;24.56489;12.96578
New Hampshire;2005;7;24.61761;14.65029
New Hampshire;2005;8;23.95371;13.69687
New Hampshire;2005;9;21.36699;11.39296
New Hampshire;2005;10;16.21306;6.26546
New Hampshire;2005;11;8.41248;-0.00089
New Hampshire;2005;12;-1.50555;-9.94530
New Hampshire;2006;1;0.96161;-7.10889
New Hampshire;2006;2;-0.43949;-11.09854
New Hampshire;2006;3;7.50320;-5.88269
New Hampshire;2006;4;17.42615;1.27494
New Hampshire;2006;5;21.14566;6.80894
New Hampshire;2006;6;22.50109;12.81184
New Hampshire;2006;7;24.75362;15.21715
New Hampshire;2006;8;22.15279;12.22453
New Hampshire;2006;9;18.45253;9.03302
New Hampshire;2006;10;13.20678;3.48955
New Hampshire;2006;11;8.48636;-0.30138
New Hampshire;2006;12;2.94162;-3.31422
New Hampshire;2007;1;-0.86095;-10.27686
New Hampshire;2007;2;-3.01788;-14.29753
New Hampshire;2007;3;4.67934;-8.18804
New Hampshire;2007;4;14.67826;-0.62304
New Hampshire;2007;5;21.03066;5.69230
New Hampshire;2007;6;22.87168;11.23954
New Hampshire;2007;7;23.20177;12.72095
New Hampshire;2007;8;23.86885;12.99490
New Hampshire;2007;9;21.14542;10.56072
New Hampshire;2007;10;16.51946;6.67751
New Hampshire;2007;11;4.51999;-3.22239
New Hampshire;2007;12;-3.88756;-10.23153
New Hampshire;2008;1;-2.09492;-9.56037
New Hampshire;2008;2;-3.23920;-12.29979
New Hampshire;2008;3;1.16383;-8.24553
New Hampshire;2008;4;15.54489;0.51640
New Hampshire;2008;5;20.19852;4.48650
New Hampshire;2008;6;23.54482;12.79622
New Hampshire;2008;7;23.90987;14.40101
New Hampshire;2008;8;21.43443;12.07775
New Hampshire;2008;9;19.60874;9.56767
New Hampshire;2008;10;13.41320;3.00262
New Hampshire;2008;11;3.82308;-4.12992
New Hampshire;2008;12;-0.54931;-7.60685
New Jersey;2003;1;0.88462;-8.04103
New Jersey;2003;2;1.43460;-6.33998
New Jersey;2003;3;14.83682;-0.58911
New Jersey;2003;4;23.47025;4.47476
New Jersey;2003;5;24.81844;7.01079
New Jersey;2003;6;28.11565;14.33454
New Jersey;2003;7;28.96469;17.38638
New Jersey;2003;8;27.73045;17.55828
New Jersey;2003;9;24.23101;12.99841
New Jersey;2003;10;17.86182;5.77869
New Jersey;2003;11;14.51020;4.82334
